latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
33.2306,35.5815,332.8,1.1,1,2002-10-17,1057,Aqua,MODIS,83,6.03,300.6,28,D,0
31.8608,34.8579,321.1,1,1,2002-10-18,829,Terra,MODIS,66,6.03,301.7,9.1,D,0
31.8623,34.8473,317.3,1,1,2002-10-18,829,Terra,MODIS,54,6.03,302.4,5.4,D,0
32.7374,35.5049,324.8,1,1,2002-10-19,1044,Aqua,MODIS,73,6.03,303.5,10.7,D,0
31.84,34.7348,314.7,2,1.4,2002-10-22,805,Terra,MODIS,44,6.03,299.3,15.5,D,0
31.7383,34.7619,317.4,1.6,1.3,2002-10-22,1115,Aqua,MODIS,45,6.03,303.1,11.8,D,0
31.5033,34.7042,319.4,1.3,1.1,2002-10-23,848,Terra,MODIS,62,6.03,305.1,11.1,D,0
33.0362,35.6383,341.1,1,1,2002-10-26,1051,Aqua,MODIS,88,6.03,307.7,34.3,D,0
32.326,34.8795,316,1.1,1,2002-10-27,823,Terra,MODIS,52,6.03,300.1,7.5,D,2
33.215,35.6557,332.3,1.1,1,2002-10-27,823,Terra,MODIS,82,6.03,303.1,26.2,D,0
31.9063,34.8655,315.5,2,1.4,2002-10-30,1026,Aqua,MODIS,56,6.03,298.1,17.2,D,2
32.7926,35.054,301,2.5,1.5,2002-11-02,2300,Aqua,MODIS,36,6.03,287.3,20.7,N,2
32.9851,35.1479,319.4,1.3,1.1,2002-11-07,2318,Aqua,MODIS,98,6.03,292.8,24.8,N,0
33.1775,35.588,318,1,1,2002-11-10,835,Terra,MODIS,70,6.03,301.2,10.3,D,0
31.4372,34.5316,322,1,1,2002-11-10,835,Terra,MODIS,76,6.03,300.9,13.1,D,0
32.6127,35.1087,304.9,1.1,1,2002-11-12,823,Terra,MODIS,46,6.03,291.2,4.5,D,0
32.6142,35.0972,323.4,1.1,1,2002-11-12,823,Terra,MODIS,81,6.03,292,21.4,D,0
32.423,34.9618,311.7,1.1,1,2002-11-12,823,Terra,MODIS,64,6.03,293.8,7.7,D,0
32.5946,35.046,300.2,1,1,2002-11-15,1954,Terra,MODIS,21,6.03,286.7,6,N,0
32.596,35.0568,307.3,1,1,2002-11-15,1954,Terra,MODIS,71,6.03,287,10.3,N,0
32.7438,35.7325,309.8,1.8,1.3,2002-11-17,2355,Aqua,MODIS,73,6.03,283.5,26.3,N,0
32.7515,35.7392,323.1,1.8,1.3,2002-11-17,2355,Aqua,MODIS,100,6.03,283.7,52.3,N,0
31.4915,34.6027,311.3,4.2,1.9,2002-11-18,746,Terra,MODIS,65,6.03,300.6,42.4,D,0
31.3487,34.5354,314.8,1,1,2002-11-18,1056,Aqua,MODIS,61,6.03,301.9,5.4,D,0
